 days post max Lbol   log_Lbol (erg/s)   log_Lnuc (erg/s)
     -1.080101E-04       3.850300E+01       4.201072E+01
     -1.078288E-04       3.850300E+01       4.201072E+01
     -1.073654E-04       3.850300E+01       4.201072E+01
     -1.069192E-04       3.850300E+01       4.201072E+01
     -1.061086E-04       3.850300E+01       4.201072E+01
     -1.058152E-04       3.850300E+01       4.201072E+01
     -1.051601E-04       3.850300E+01       4.201072E+01
     -1.045296E-04       3.850300E+01       4.201072E+01
     -1.040272E-04       3.850300E+01       4.201072E+01
     -1.031435E-04       3.850300E+01       4.201072E+01
     -1.028036E-04       3.850300E+01       4.201072E+01
     -1.022213E-04       3.850300E+01       4.201072E+01
     -1.013366E-04       3.850300E+01       4.201072E+01
     -1.010459E-04       3.850300E+01       4.201072E+01
     -1.004876E-04       3.850400E+01       4.201072E+01
     -9.970920E-05       3.850400E+01       4.201072E+01
     -9.943730E-05       3.850400E+01       4.201072E+01
     -9.883530E-05       3.850400E+01       4.201072E+01
     -9.800710E-05       3.850400E+01       4.201072E+01
     -9.773360E-05       3.850400E+01       4.201072E+01
     -9.699650E-05       3.850400E+01       4.201072E+01
     -9.610060E-05       3.850400E+01       4.201072E+01
     -9.586320E-05       3.850400E+01       4.201072E+01
     -9.504940E-05       3.850400E+01       4.201072E+01
     -9.457810E-05       3.850400E+01       4.201072E+01
     -9.423210E-05       3.850400E+01       4.201072E+01
     -9.379580E-05       3.850400E+01       4.201072E+01
     -9.299110E-05       3.850400E+01       4.201072E+01
     -9.232340E-05       3.850400E+01       4.201072E+01
     -9.180870E-05       3.850500E+01       4.201072E+01
     -9.066350E-05       3.850500E+01       4.201072E+01
     -9.033010E-05       3.850500E+01       4.201072E+01
     -8.955150E-05       3.850500E+01       4.201072E+01
     -8.863430E-05       3.850500E+01       4.201072E+01
     -8.823020E-05       3.850500E+01       4.201072E+01
     -8.714660E-05       3.850500E+01       4.201072E+01
     -8.657960E-05       3.850500E+01       4.201072E+01
     -8.580680E-05       3.850500E+01       4.201072E+01
     -8.471320E-05       3.850500E+01       4.201072E+01
     -8.447600E-05       3.850500E+01       4.201072E+01
     -8.412740E-05       3.850500E+01       4.201072E+01
     -8.304930E-05       3.850600E+01       4.201072E+01
     -8.247400E-05       3.850600E+01       4.201072E+01
     -8.222050E-05       3.850600E+01       4.201072E+01
     -8.127250E-05       3.850600E+01       4.201072E+01
     -8.055310E-05       3.850600E+01       4.201072E+01
     -7.987300E-05       3.850600E+01       4.201072E+01
     -7.873990E-05       3.850600E+01       4.201072E+01
     -7.840840E-05       3.850600E+01       4.201072E+01
     -7.742520E-05       3.850600E+01       4.201072E+01
     -7.682610E-05       3.850600E+01       4.201072E+01
     -7.594830E-05       3.850600E+01       4.201072E+01
     -7.527370E-05       3.850600E+01       4.201072E+01
     -7.469600E-05       3.850600E+01       4.201072E+01
     -7.366130E-05       3.850600E+01       4.201072E+01
     -7.324550E-05       3.850600E+01       4.201072E+01
     -7.200250E-05       3.850700E+01       4.201072E+01
     -7.156210E-05       3.850700E+01       4.201072E+01
     -7.150710E-05       3.850700E+01       4.201072E+01
     -7.057900E-05       3.850700E+01       4.201072E+01
     -6.981940E-05       3.850700E+01       4.201072E+01
     -6.921820E-05       3.850700E+01       4.201072E+01
     -6.806470E-05       3.850700E+01       4.201072E+01
