 days post max Lbol   log_Lbol (erg/s)   log_Lnuc (erg/s)
     -3.604600E-06       3.894200E+01       4.281345E+01
     -3.582700E-06       3.894200E+01       4.281345E+01
     -3.566200E-06       3.894200E+01       4.281345E+01
     -3.549700E-06       3.894200E+01       4.281345E+01
     -3.540900E-06       3.894200E+01       4.281345E+01
     -3.529200E-06       3.894200E+01       4.281345E+01
     -3.498800E-06       3.894200E+01       4.281345E+01
     -3.471300E-06       3.894200E+01       4.281345E+01
     -3.431200E-06       3.894200E+01       4.281345E+01
     -3.396400E-06       3.894300E+01       4.281345E+01
     -3.367100E-06       3.894300E+01       4.281345E+01
     -3.337300E-06       3.894300E+01       4.281345E+01
     -3.307200E-06       3.894400E+01       4.281345E+01
     -3.288300E-06       3.894400E+01       4.281345E+01
     -3.273300E-06       3.894400E+01       4.281345E+01
     -3.254300E-06       3.894400E+01       4.281345E+01
     -3.224400E-06       3.894500E+01       4.281345E+01
     -3.207100E-06       3.894600E+01       4.281345E+01
     -3.189700E-06       3.894600E+01       4.281345E+01
     -3.172400E-06       3.894700E+01       4.281345E+01
     -3.155100E-06       3.894700E+01       4.281345E+01
     -3.135400E-06       3.894800E+01       4.281345E+01
     -3.115800E-06       3.894900E+01       4.281345E+01
     -3.094800E-06       3.895000E+01       4.281345E+01
     -3.083200E-06       3.895000E+01       4.281345E+01
     -3.072400E-06       3.895100E+01       4.281345E+01
     -3.056000E-06       3.895200E+01       4.281345E+01
     -3.038500E-06       3.895400E+01       4.281345E+01
     -3.029800E-06       3.895500E+01       4.281345E+01
     -3.017700E-06       3.895600E+01       4.281345E+01
     -3.005700E-06       3.895700E+01       4.281345E+01
     -2.993600E-06       3.895800E+01       4.281345E+01
     -2.981500E-06       3.896000E+01       4.281345E+01
     -2.968600E-06       3.896100E+01       4.281345E+01
     -2.955600E-06       3.896300E+01       4.281345E+01
     -2.942700E-06       3.896500E+01       4.281345E+01
     -2.936200E-06       3.896600E+01       4.281345E+01
     -2.929700E-06       3.896700E+01       4.281345E+01
     -2.920000E-06       3.896900E+01       4.281345E+01
     -2.913500E-06       3.897000E+01       4.281345E+01
